State_Name,State_District_Name,Population_Rural,Population_Urban,Children Received Polio Birth Rural,Children Received Polio Birth Urban,Children Did Not Receive Any Vaccination Rural,Children Did Not Receive Any Vaccination Urban,Children Received Measles Vaccine Rural,Children Received Measles Vaccine Urban,Children Fully Immunized Rural,Children Fully Immunized Urban,Children Received Bcg Rural,Children Received Bcg Urban,Diarrhoea Dysentery Male Rural,Diarrhoea Dysentery Male Urban,Diarrhoea Dysentery Female Rural,Diarrhoea Dysentery Female Urban,Respiratory Infection Male Rural,Respiratory Infection Male Urban,Respiratory Infection Female Rural,Respiratory Infection Female Urban,Fever Male Rural,Fever Male Urban,Fever Femal Rural,Fever FemaleUrban,Acute Illness Male Rural,Acute Illness Male Urban,Acute Illnes Female Rural,Acute Illness Female Urban,Acute Illness And Treatment From Any Source Rural,Acute Illness And Taking Treatment From Any Source Urban,Acute Illness And Taking Treatment From Any Source Male Rural,Acute Illness And Taking  Treatment From Any Source  Male Urban,Acute Illness And Taking Treatment From Any Source Female Rural,Acute Illness And Taking Treatment From Any Source Female Urban,Acute Illness And Taking Treatment From Government Source Person Rural,Acute Illness And Taking Treatment From Government Person Urban,Acute Illness And Taking Treatment From Government Male Rural,Acute Illness And Taking Treatment From Government Sourc Male Urban,Acute Illness An Taking Treatment From Governmen FemaleRural,Acute Illness And Taking Treatment From Government Female Urban,Women Aware Of Hiv And Aids Rural,Womene Aware Of Hiv And Aids Urban,Women Aware Of Rti And Sti Rural,Women Aware Of Rti And Sti Urban,Women Aware Of Haf Ors And Ort And Zinc And Rural,Women Aware Of Haf Ors And Ort And Zinc And Urban,Women Aware Of Ari And  Pneumonia Rural,Women Aware Of Ari And  Pneumonia Urban
Chhattisgarh,Raipur,86636,37699,89.83,90.17,3.05,2.99,93.07,92.45,79.38,82.34,96.37,97.01,220.67,333.92,286.94,394.74,2688.12,2707.92,2739.62,3201.75,2805.01,1549.62,2966.76,1792.76,5863.78,4732.34,6106.56,5482.46,99.5,99.16,99.48,99.45,99.51,98.9,3.73,26.97,3.71,4.99,3.76,47.02,99.91,99.82,92.31,96.42,99.76,99.92,94.22,99.69
Chhattisgarh,Rajnandgaon,46595,11405,87.62,89.92,2.7,3.23,92.37,92.34,83.59,79.44,95.82,96.77,1483.63,722.21,1361.39,554.76,2846.29,2730.32,2990.36,2863.28,9672.6,30579.53,10605.6,32891.91,14424.15,34190.59,15410.88,36739.44,99.65,99.12,99.61,99.07,99.68,99.17,31.35,33.29,34.22,25.17,28.62,40.96,87.08,99.55,80.65,95.82,98.57,99.65,95.43,98.71
Chhattisgarh,Surguja,67674,5830,73.6,98.17,3.76,0,86.37,89.02,57.79,82.32,96.01,100,662.61,563.29,731.26,615.27,1893.96,3048.38,1451.85,2895.4,6415.84,3578.53,6569.43,4415.49,9366.87,8184.23,9224.63,9301.48,98.8,100,99.33,100,98.24,100,35.36,53.77,22.27,61.54,49.49,46.3,69.3,98.85,74.78,99.62,99.49,99.71,90.94,99.23
Jharkhand,Bokaro,65779,43769,82,89.4,2.2,0.9,85.3,88.4,81,84.2,96.5,97.4,208,162,179,165,725,1041,826,1113,1915,1333,2221,1755,3848,3784,4275,4407,90.8,86.6,91.4,87.3,90.4,86.1,6.7,13.1,5.7,14.9,7.7,11.4,88.5,96.7,80.2,95.6,99.1,99.2,97.4,99.1
Jharkhand,Chatra,63510,5757,65.1,82.3,6.4,4.2,76.8,75.5,61.1,63.5,92.2,95.8,392,364,366,301,3217,1127,3509,7081,3098,3962,3538,5198,7114,5562,7856,12693,90.5,55.1,98.1,79.1,84,44.2,4.8,17.8,6,14,3.6,20.8,59.9,87.4,75.2,76.3,96.4,91,91.5,98.1
Jharkhand,Deoghar,44608,9661,74.5,80.1,5.7,4.9,71.6,75.2,55.5,61.8,89.9,91.9,179,84,192,95,2591,882,2477,520,1709,1050,1960,1136,4874,2269,5086,2082,86.7,92.3,97.4,95.4,76.1,88.6,15.2,8.3,24.4,9.7,3.7,6.4,46.4,71.2,59.1,87,95.3,98.9,72.6,92
Jharkhand,Dhanbad,61300,57210,72.3,83.1,2.2,1.9,78.5,80.1,69.2,69.3,91.9,95.6,392,290,477,337,3947,4103,4002,4263,1948,2732,2298,3086,6463,7348,7119,7996,94.3,90.2,94.4,90,94.3,90.4,11.9,9.9,11.1,10.2,12.6,9.7,50.2,71.6,73.4,69.9,95.2,98.1,76.1,86.1
Jharkhand,Dumka,50636,4390,65.5,80.6,3.1,0.7,81.6,85.8,72.3,82.1,93.1,98.5,344,45,322,150,3288,2834,3387,2645,1634,810,1826,1597,5343,3869,5664,4441,90.7,85.7,90.7,86,90.8,86.5,20.9,14,20.8,14.9,20.9,13,31.4,65.7,72.8,74.9,76.9,88.3,67.2,71.7
Jharkhand,Garhwa,100822,5491,69.5,NA,4.1,NA,81.6,NA,65.1,NA,94.8,NA,249,NA,235,NA,2828,NA,1751,NA,2183,NA,3045,NA,5636,NA,5522,NA,91.6,NA,93.3,NA,89.9,NA,8.1,NA,10,NA,6.1,NA,56.1,NA,67.4,NA,96.3,NA,89.7,NA
Jharkhand,Giridih,111633,5608,67.1,75.8,9.4,9.4,65.8,70.5,46.2,52.3,86.6,89.3,211,149,176,117,2339,0,2125,2863,2382,2080,2968,3292,5191,2415,5555,6662,92.5,88.6,97.3,100,88.4,84.2,7.7,10.5,12.9,7.7,2.7,11.8,63.3,74.3,88.4,80.8,97.9,82.2,97.6,93.6
Jharkhand,Godda,63911,3534,76.5,NA,4.5,NA,76.2,NA,55.6,NA,93.7,NA,203,NA,177,NA,1906,NA,1840,NA,2234,NA,2419,NA,4870,NA,5047,NA,87.5,NA,87.2,NA,87.8,NA,6.6,NA,7.6,NA,5.6,NA,55.5,NA,76.6,NA,98.8,NA,91.1,NA
Jharkhand,Gumla,156732,9756,86.3,88.8,1.4,0.6,90.1,91.5,80.8,82.1,97,97.9,900,1002,834,1222,4352,7689,4603,8228,4255,2745,4829,4212,9808,11958,10617,13902,75,85.8,76.1,86.5,73.9,85.1,23.8,26.5,24,27.4,23.6,25.6,53.4,83.5,59.6,77.8,89.8,98.4,93.6,92
Jharkhand,Hazaribagh,105798,18794,82.8,89.7,1.9,1.2,86.6,88.3,70.2,72.2,97.3,96.8,309,566,314,592,3758,5839,3808,5938,3640,1656,4222,1653,8352,8406,9049,8706,88.6,90.4,88.6,90.8,88.7,89.9,9.9,12.8,10.5,13.8,9.4,11.8,78.1,93.2,75,84.8,98.1,100,78,88.8
Jharkhand,Kodarma,63071,9395,80,90,2.7,0.3,83.5,81.7,65.1,44.1,96.8,99.3,275,230,253,121,1286,0,1046,7703,2177,1353,2801,1456,4287,1961,4758,9759,95.5,95.9,95.4,100,95.5,95,4.8,9.7,4.2,16.9,5.4,8.1,72.1,84.4,74.9,78.5,99.9,100,97.4,96
Jharkhand,Lohardaga,106222,11978,86.1,94.7,1.3,0.7,94.1,91.9,88.2,87.2,97.5,98.6,420,354,372,504,6007,8746,6406,8744,2340,2780,2818,3077,9019,12093,9926,12756,75.5,90.6,75.8,93.3,75.2,88,21.1,21.8,20.4,19.5,21.7,24.2,51,86.9,49.5,77.7,97.6,99.1,93.8,98.3
Jharkhand,Pakaur,29825,2109,71.8,NA,3.4,NA,75.4,NA,47.3,NA,94.7,NA,852,NA,763,NA,944,NA,802,NA,4742,NA,4728,NA,7388,NA,7133,NA,94.6,NA,93.6,NA,95.8,NA,12.5,NA,12.6,NA,12.4,NA,51.3,NA,59.9,NA,96.6,NA,74.4,NA
Jharkhand,Palamu,127246,6772,72.8,88,4.7,0.5,80.9,87,64.2,70.8,93.6,99.5,231,426,205,357,2378,548,2218,2664,2437,2012,3532,3024,5509,3003,6467,6323,92,64.2,91.5,79.7,92.4,56.3,3.1,2.7,3.2,1.3,3,3.6,61,68.1,71.2,65,98.3,84.4,94.5,91.6
Jharkhand,Pashchimi Singhbhum,88412,16070,57.8,90.2,3.1,0.4,86.9,92.9,73,84.3,95,99,593,480,560,535,6006,6767,6163,7753,4279,3093,4302,3409,11800,10845,11961,12178,87.7,87.7,88.4,89.4,87,86.3,20.4,20.9,21.3,19.5,19.5,22.1,51.3,94.6,56.1,77.4,93.8,98.8,76.2,91.5
Jharkhand,Purbi Singhbhum,75210,99262,84.8,90.8,0.5,0.9,93.3,91.3,87.2,82.9,98.2,98.8,323,386,267,480,7339,6488,7415,7219,1830,1657,2036,1997,9535,8634,9793,9834,84.3,92.6,81.4,92.5,87.2,92.7,20.8,6.9,20.6,6.5,21.1,7.2,60.5,91.8,57.6,67.6,95.5,98.8,75.6,91.4
Jharkhand,Ranchi,90577,42670,87.6,92.1,1.6,0.7,91.6,89.3,84.5,75.5,97.1,98.1,258,204,218,196,1965,2028,2053,2310,3518,2140,4123,2693,6609,5430,7318,6312,85.8,89.5,85.9,89.3,85.6,89.7,10.8,13.8,11.2,14.1,10.5,13.6,69,91.9,57.4,92.2,93.9,99.4,88.1,99.1
Jharkhand,Sahibganj,238744,23036,68.4,88.8,6.4,2.7,73.9,79.4,57.2,65,91,97.2,555,166,532,253,1158,1093,1028,1737,3444,2211,3962,2847,5827,3862,6312,5327,94.4,65.4,94.4,67.6,94.5,63.6,6.2,14.8,6.3,14.7,6.1,14.9,58.1,70.8,64.3,67.3,97.2,91,88.5,95.9
Madhya Pradesh,Balaghat,63229,10412,90.4,86.3,2.6,4.4,95,91.5,85.2,64.8,97.3,95.6,504.27,192.12,395.93,290.75,2088.06,288.18,1971.56,329.52,15587.86,11488.95,17090.45,11358.79,18577.29,12084.53,19959.64,12075.98,99.5,99.8,99.7,99.8,99.4,99.7,9.3,15.9,9.2,15.6,9.5,16.1,70.6,90.7,78.7,98.1,99,99.2,99.9,99.9
Madhya Pradesh,Barwani,45002,8872,78.8,95.2,5,1.2,79.6,92.2,64.6,82.5,91.6,98.4,468.35,199.42,432.65,163.32,1741.28,1794.76,1949.84,3126.4,4887.77,7334.13,6318.5,7046.08,7412.56,9461.25,9090.2,10475.79,98.5,99.4,98.5,99.3,98.6,99.6,57.2,36.9,57,34.2,57.4,39.4,62.3,81,84.7,95.1,90.6,95.5,86.4,90.4
Madhya Pradesh,Betul,56024,14303,86.9,94.6,2.9,3.2,93.9,94.6,63.8,69.1,96.7,96.8,1089.75,466.26,1114.81,590.35,944.84,2879.87,777.37,3023.76,14095.85,10024.68,16066.52,11533.48,16340.03,13535.38,18254.47,15406.77,99.5,99.3,99.5,99.3,99.5,99.3,9.5,3.9,9.8,3.6,9.3,4.2,69.7,92.5,61.8,85.9,96.7,100,92.7,100
Madhya Pradesh,Bhind,71772,34741,88.8,90.1,3.4,3.5,81.7,85.3,69.3,75.7,95.6,96,114.23,136.84,102.06,82.06,1347.89,2309.8,1320.72,2196.55,1893.76,1209.63,3358.96,1906.2,3799.62,3891.63,5167.92,4386.8,97.7,98.3,97.7,99.3,97.7,97.4,9.8,16,9.1,14.6,10.5,17.4,63,85.6,93.3,95.8,99.5,99.7,96.3,99
Madhya Pradesh,Bhopal,11722,64321,94.4,92.5,2.5,2,94,83.3,88.2,67.7,97.5,97.8,828.25,369.66,981.42,389.93,3346.06,1941.46,2155.84,2287.17,7175.77,2136.8,9000.89,2578.81,11765.14,5175.21,12622.77,6091.49,83.9,98.6,81.9,98.1,86,99.1,42.7,32.1,46.1,29.8,39.3,34.1,76.5,95.1,81.6,93.3,97.5,98,87.8,95.9
Madhya Pradesh,Chhatarpur,33494,9846,81,89,4.8,4.5,70.1,85.6,37,70.1,93.3,94.8,1119.24,728.35,1135.74,768.72,546.76,1259.84,632.78,1207.99,6154.65,11574.8,7009.59,12914.56,8069.25,13700.79,9102.15,15154.84,99,99.9,98.9,99.9,99.1,100,11.4,23.2,11.8,21,10.9,25.4,56.1,88.2,81.2,92.8,86.6,96.2,100,94.9
Madhya Pradesh,Chhindwara,30060,12682,83.3,91.9,5.6,3.8,89.8,93.8,63.7,57.7,92.9,96.2,460.07,602.32,453.15,359.83,3685.01,3042.47,3368.1,3058.55,7305.07,5528.96,7624.99,6035.33,12743.23,10162.16,12792.75,10664.05,98.9,98.6,98.9,98.5,99,98.8,17.8,19.3,17.4,20.7,18.2,17.9,65.2,84.8,63.6,60.4,97.2,100,95.2,100
Madhya Pradesh,Damoh,31221,10179,66,85.8,5.9,7.1,76,81.2,39.9,52.1,92.7,91.6,1333.04,1054.85,1614.21,956.34,2516.64,1131.57,2854.86,1122.66,9658.22,5140.01,9877.2,6943.87,14952.58,8649.79,16384.58,10790.02,97.9,99.6,98.4,99.6,97.3,99.6,5.2,2.2,4.3,2,6.1,2.3,44.5,82.6,55.8,54.5,96.2,98.9,98.1,99.8
Madhya Pradesh,Datia,21526,11932,86.6,90.1,5.5,7.8,73.5,80,61.4,68.6,92.8,91.9,379.11,678.66,479.59,403.6,1489.74,1404.67,1555.34,1926.25,1760.41,1373.11,2607.53,1779.49,3795.87,3708.96,4852.79,4384.52,33.8,57.4,32.5,54.9,35,59.8,15.8,32.7,17.5,28.7,14.4,36.4,76.9,91.2,95.7,95.1,97.5,99,97.4,97
Madhya Pradesh,Dewas,45950,24625,91.1,92.3,2.7,2.7,87.6,87.2,76.3,69.6,96,96.6,116.84,78.86,52.22,25.61,1288.43,559.89,1399.08,477.98,1652.34,1458.88,2125.32,1800.96,3234.24,2271.11,3740.26,2441.11,97.3,97,96.6,95.5,97.9,99,13.2,13.6,13.9,12.7,12.7,14.5,70.3,86.5,81.6,86.8,97.4,99.6,91.8,95.5
Madhya Pradesh,Dhar,30856,8129,87.2,93.7,2.2,2.3,80.3,81.9,70.8,66.8,97.6,97.4,235.21,308.28,265.92,261.92,173.26,450.56,122.19,288.11,3036.56,2489.92,3070.02,2540.6,3878.18,3770.45,3915.7,3745.42,51.7,59.3,50.6,54.7,52.8,64.3,35.5,34.1,39.3,39.1,31.7,29.3,62.5,87.3,77.7,91.4,95.8,98.4,81.8,91.4
Madhya Pradesh,Dindori,31730,2744,68.2,NA,4,NA,90.6,NA,67.6,NA,94.3,NA,625.73,NA,660.71,NA,6295.94,NA,7075.15,NA,6277.83,NA,6867.63,NA,13607.27,NA,15228.96,NA,89.5,NA,89.5,NA,89.5,NA,20.6,NA,19.8,NA,21.3,NA,37.3,NA,89,NA,99.6,NA,96.1,NA
Madhya Pradesh,East Nimar,41485,14684,82.6,92.5,3.9,2.1,78.7,88,63.2,68.8,95.1,97.4,601.75,525.2,591.59,391.63,2876.51,5124.2,3796.98,6958.88,4139.87,4655.78,4748.43,5422.5,8143.81,10915.54,9726.88,13104.38,70,100,69.3,100,70.6,100,22.2,13.2,23.8,13.8,20.9,12.8,71.1,90.6,60.4,77.6,97.5,99.7,91.7,95.4
Madhya Pradesh,Guna,19421,9978,92.8,94,3.7,0,86.4,89.7,66.5,79.8,95.7,99.7,719.8,803.52,799.3,803.3,1413.65,2200.11,1354.05,1910.55,5187.29,4228.05,4745.47,5058.62,7565.73,7461.26,7083.35,8163.27,23.9,49.2,22.7,45.1,25.5,53.5,25.9,32.4,25,35.8,26.9,29.4,53.4,90.8,81,93.6,98.1,99.8,94.1,99.1
Madhya Pradesh,Gwalior,20355,42914,90.9,95.8,1.7,0.5,91.5,90.1,73.8,77.5,97.7,99,131.32,158.68,138.6,181.68,2492.11,1741.09,2328.82,1816.81,2327.96,1335.57,2511.67,1443.35,5242.66,3517.43,5177.74,3699.22,54.4,98.4,52.9,98.5,56.2,98.6,20.1,22.7,20.7,22.4,19.5,23.1,84.4,94,89.2,96.2,99.6,99.6,93.6,98
Madhya Pradesh,Harda,51287,16829,85.1,95.9,5,1.3,88.1,90.6,60.8,63.7,94.4,98.7,427.08,437.28,383.16,360.25,463.42,632.91,380.73,1080.75,5802.62,2520.14,6230.12,2447.2,7054.4,3855.01,7239.46,4173.91,99,99.1,99,98.8,99,99.4,7.4,14.1,8,15.4,6.8,12.9,67.7,92.8,52.1,73.9,97,99.2,89.7,99.9
Madhya Pradesh,Hoshangabad,49606,33490,91,95.9,2.6,0.5,93.4,98.3,70.5,61,97,99.3,1060.83,306.2,1124.68,258.61,1278.87,2258.94,1293.44,2340.1,11775.03,10029.46,11891.68,11568.06,14314.69,12744.81,14539.45,14337.08,97.8,99.4,97.9,99.4,97.7,99.5,14.2,24.2,12.2,22.4,16.3,25.9,57.5,100,56.5,87.4,97.5,100,86.9,99.9
Madhya Pradesh,Indore,28802,91475,91.4,92,1.3,1.8,89.1,95.7,81.1,87,98.6,97.9,726.66,412.73,755.86,392.8,710.76,1194.19,737.72,1348.08,2400.36,2136.98,2735.13,2412.61,4078.78,4005.78,4575.48,4467.27,99,98.6,98.8,98.9,99.1,98.3,17.5,12.6,18.2,14.3,16.9,11,84.2,96.4,78.8,92.1,98.4,99.2,98.3,96.1
Madhya Pradesh,Jabalpur,25918,51451,86.1,93.8,6.9,2.9,81.4,90.7,63.3,74.2,93.1,96.8,1669.49,414.57,1828.76,547.75,802.53,1979.46,819.36,2178.66,5527.32,4414.57,6487.39,5481.65,8271.27,7021.48,9438.26,8533.42,98.4,97.8,98.2,97.8,98.6,97.8,13,6.3,14.7,7,11.4,5.7,69.8,95.3,60.3,88.2,98.2,100,93.9,97.8
Madhya Pradesh,Jhabua,42523,5191,77.7,93.6,11.9,1.9,73.4,92.4,54.5,84.1,87.4,97.5,423.25,76.98,414.64,81.04,1624.99,1385.68,1765.67,1458.67,2084.95,2078.52,2514.54,2390.6,4418.03,3695.15,5053.13,4213.94,55.1,91.5,57.2,89.6,53.3,93.3,37.2,47,38,46.5,36.4,47.4,63.4,86.5,77.1,83.7,95.4,97.5,95,95.8
Madhya Pradesh,Katni,33037,12600,88.1,91.8,1.7,0.5,89,93.4,63.3,64.4,97.8,99.2,1077.5,357.59,1020.22,396.69,768.08,1912.31,958.87,1603.31,10870.47,4244.4,11964,4528.93,14385.2,8146.77,15400.51,8132.23,97.9,96,97.9,96.8,98,95.1,8.7,1.9,8.4,1.8,9.1,2.1,56.3,93.2,90,99.4,100,100,99.6,100
Madhya Pradesh,Mandla,37939,7259,70.8,93.1,7.1,3.9,78.2,88.7,49.7,66.2,91.9,96.1,1888.95,823.72,1786.44,508.19,4786.29,7962.66,5026.37,9486.17,9758.59,9033.5,11051.79,8723.88,16965.93,17902.25,18398.28,18859.4,89.5,96.7,89.4,97.4,89.6,96.1,27.1,25.6,28.1,23.8,26.1,27.4,38.5,99.9,83.4,99.9,97.4,100,94.7,99.9
Madhya Pradesh,Mandsaur,51708,15667,86,93.2,4.6,2.2,80.7,90.9,65.9,72.2,95.2,97.6,478.53,440.75,398.91,133.53,1183.68,1082.99,1084.33,1415.41,5821.31,4734.92,6134.71,5875.28,7873.46,6598.67,8091.26,7851.52,99.2,99.3,99.3,99.2,99.1,99.3,23,23,24,23.3,22,22.8,63.8,80.7,61.6,88.6,97.8,98.4,94.2,97.2
Madhya Pradesh,Morena,36842,13094,95.5,95.3,1.5,1.4,80.5,86.4,70.2,82,97.8,97.7,523.41,643.41,407.3,546.92,1757.75,1386.9,1570.56,1281.83,3051.71,2330.57,3549.88,2563.66,5738.66,5104.38,6058.56,5281.15,72.8,96.8,72.3,97.2,73.3,96.4,24.5,17.2,24.5,16.1,24.4,18.5,67.7,85.2,83.2,88.3,98.2,97.9,93.7,96.1
Madhya Pradesh,Narsimhapur,36804,7294,86.4,89.6,3.6,2.6,90.2,92.7,71.8,62.2,96.2,97.4,613.83,521.51,704.3,232.36,1314.14,1851.37,1086.2,1945.98,7972.3,6910.04,8318.99,7900.09,10325.86,9387.22,10996.88,10136.51,99.3,99,99.4,98.6,99.2,99.4,15.1,51.4,14.5,56.6,15.7,46.1,85.5,93,98.4,97.5,100,100,97.7,98.2
Madhya Pradesh,Neemuch,38271,21503,91.8,92.5,2,2.5,88.8,91.5,71.7,80,97.6,97.1,391.5,54.85,334.23,48.51,3280.81,5750.59,3204.64,7286.31,2649.53,4397.51,3454.25,5287.67,6498.16,10349.24,7131.42,12894.15,98.1,99,98,99.9,98.2,98.3,28.8,30.2,30.5,31.6,27.1,28.9,72.1,90.5,53.5,86.4,96.4,98.4,89.3,98.2
Madhya Pradesh,Panna,23106,5539,80.6,90.9,6.2,6.5,71.2,67.5,37.2,46.8,92.8,93.5,1326.89,1107.14,1395.22,828,1716,1428.57,1755.99,1091.46,5377.29,2178.57,6137.98,2747.46,8606.2,5000,9556.8,4892.74,96.5,94.1,96.5,92.9,96.4,95.4,38,30.3,36.3,33.8,39.6,26.6,37.9,58.3,38.3,57.6,98.4,99,85.4,95
Madhya Pradesh,Raisen,19755,8127,81.1,96.6,4.3,2,85.9,89.7,53.8,50.7,95,98,1260.13,1254.36,1245.25,1072.67,3394.3,3507.55,3571.71,3915.26,2341.47,7317.07,2927.2,7401.45,7084.94,12078.98,7788.98,12443.01,97.2,99.6,97.2,99.8,97.2,99.4,17.5,23.5,18.4,22.7,16.5,24.3,49.9,78.5,45.2,71,92.9,98.1,85.5,93.8
Madhya Pradesh,Rajgarh,29816,7258,87.2,94.5,2.8,1.8,86,94.1,74.5,84.9,96.6,97.8,630.67,700.81,448.4,583.94,2157.87,1159.03,2739.11,1459.85,2794.13,2479.78,3416.15,3474.45,8032.86,6010.78,9264.27,7766.42,72.2,82.2,70.7,82.1,73.6,82.3,24.7,29.9,24.5,27.9,24.9,31.5,58.8,76.2,81.5,90.1,97,99.8,93.5,97.9
Madhya Pradesh,Ratlam,23036,22477,92.1,95.2,2.7,1.1,91.8,95.1,78.7,87.6,97.3,98.4,521.34,244.69,452.91,166.14,1342.22,3189.72,1301.5,3285.95,3009.27,1765.27,3277.48,2344.47,5188.42,5391.94,5414.44,6138.08,99.4,99.5,99,99.5,99.8,99.5,39.6,27,38.9,27.5,40.4,26.6,70.5,90.1,91,95.4,97.1,99.3,97.1,99
Madhya Pradesh,Rewa,27490,6424,89.5,93.6,2.2,1.2,86,90.1,59.5,70.3,97,98.8,1401.36,364.19,1119.34,401.74,831.25,940.82,634.87,1138.27,12068.08,8012.14,15791.58,8570.47,14492.3,9377.85,17796.11,10177.44,98.5,98.7,98.2,98.7,98.7,98.7,15.7,11.2,17.4,10.2,14.3,12.3,65.2,91.5,64.8,62.4,99.9,100,95.2,97.1
Madhya Pradesh,Sagar,26575,15154,72.3,91.4,5.5,4.5,74,85.7,49.8,69.3,92.7,95.5,2075.13,1207.61,2198.44,1380.75,1554.67,989.21,1648.31,850.77,4026.58,5190.13,4496.79,6513.25,8574.97,9840.7,9196.88,11743.38,95.8,97.8,96.5,97.9,95.1,97.6,10.3,6.4,11.2,6.8,9.3,6.1,61.9,89.5,69.8,79.5,99.9,99.8,97.4,97.9
Madhya Pradesh,Satna,47229,17307,80.2,87,3.7,2.5,80.7,88.6,50.1,67.5,94.2,97.3,709.93,368.76,821.84,386.29,1102.39,1184.49,1233.21,1433.02,5867.02,6168.29,6372.82,7376.95,7883.86,7844.45,8705.74,9420.56,98.2,99.7,98.2,99.6,98.2,99.7,20,13.8,20.6,14,19.3,13.7,44,74.8,90.7,92.2,97.5,96.3,100,99.9
Madhya Pradesh,Sehore,22458,5841,85.2,93.7,4.9,2.1,86.7,93.3,77.5,78.2,94.9,97.9,243.24,95.97,251.81,299.07,1562.99,2015.36,1681.84,2766.36,3090.1,1823.42,4014.49,2317.76,5707.27,5214.33,6899.96,6579.44,71,87.6,72.5,92.6,69.7,83,22.5,57.9,24.2,52.3,20.9,63.7,74.3,83.5,88.6,91.5,96.7,94.5,92.6,95.2
Madhya Pradesh,Seoni,31112,4476,81.7,93.5,2.8,0,90.7,93.5,63.5,83.9,96.7,100,961.26,347.98,1238.98,323.48,5312.28,4828.19,5838.88,5083.18,10726.48,8568.94,11749.09,7624.77,18921.21,15484.99,20485.72,15388.17,99.4,99,99.5,99.2,99.4,98.8,34.6,15.5,32.1,11.3,37,20.1,57,88.5,83.5,92,98.4,100,99.3,99.9
Madhya Pradesh,Shahdol,22245,9078,74.4,80.8,8.3,7.5,83.2,82.2,50.9,39.7,91.7,92.5,430.85,552.25,445.97,515.71,2288.03,870.86,2090.63,1031.41,13800.07,2931.18,14528.18,3117.67,17210.68,4354.29,18157.05,4688.23,99.4,99.3,99.3,99,99.5,99.5,25.7,47.5,25.3,50.7,26.1,44.2,57.2,81.5,64.2,52.2,94.8,96,80.6,92.6
Madhya Pradesh,Shajapur,42527,12443,93.7,92.4,1.5,3.1,91.3,90,75,84.1,98.2,96.5,141.09,156.35,138.66,151.52,1135.1,1891.81,1183.37,2760.94,3725.81,3736.71,4299.67,2811.45,5389.41,6050.66,6010.65,6010.1,98,98.3,97.6,98.2,98.4,98.3,19.7,23.3,21.6,25,17.9,21.4,75.6,96,74.4,95.4,98,99.3,95.4,97.3
Madhya Pradesh,Sheopur,38352,9110,77.8,92.5,5.3,0.4,73.1,88.9,62.5,80.6,92.7,99.3,181.71,207.17,233.82,143.16,2059.12,1843.8,2319.99,1932.71,1543.21,1118.71,1639.89,1002.15,3984.53,3293.97,4361.28,3173.47,76.6,60.3,73.9,62.3,79.3,57.9,37.1,36.9,38.3,40.4,35.9,32.5,41.5,77.8,86.1,96.5,96.9,98.6,96.9,99
Madhya Pradesh,Shivpuri,34718,7353,88.3,93.6,2.8,2.5,81.9,86.8,61.8,81,96.7,96.9,293.77,235.29,148.33,260.95,1282.69,3006.54,1183.75,2899.39,2056.05,2535.95,2652.65,2899.39,3715.01,6013.07,4086.57,6291.68,64.6,99.3,58.7,100,70.7,98.6,36.9,25.9,38.3,24.8,35.8,27.1,80.1,96.6,92.3,98.9,94.5,97.7,95.9,96.9
Madhya Pradesh,Sidhi,30953,5398,79.6,91.2,10.1,0.8,77.5,87.2,59.1,68,89,99.2,890.55,701.75,773.27,1152.62,798.74,1263.16,642.63,1987.28,10608.38,7719.3,12882.12,7909.38,12477.96,9754.39,14528.28,11128.78,98.6,99.8,98.3,100,98.8,99.6,9.8,34.3,10.5,41.4,9.1,27.2,60.2,89.2,85.2,89.1,97.7,100,96.3,99.4
Madhya Pradesh,Tikamgarh,42382,9475,84.3,85.5,5.9,4.6,54.9,78.6,27.9,48.6,92.9,95.4,1325.4,1664.61,1116.61,1413.91,252.53,164.41,237.58,159.64,6347.49,4130.7,6885.76,4492.59,8062.82,6267.98,8476.17,6362.6,97.4,99.7,97.5,100,97.4,99.3,23.4,7.6,23.5,4.3,23.2,11.2,42.1,65.1,52.2,53.2,93.6,99.8,97.9,95.5
Madhya Pradesh,Ujjain,21794,15597,90.7,91.4,1.8,3.6,93.6,91.1,82.5,79.1,97.8,96.4,613.91,184.48,402.84,136.82,2115.28,1303.65,2087.39,1258.72,4652.41,3197.64,5506.71,4172.94,7634.19,4919.44,8305.9,5896.84,74.8,99.5,76.9,99.5,72.8,99.5,28.1,20.4,27.8,19.1,28.4,21.7,70.5,92.3,93.2,95.9,97,99.7,94.1,97.2
Madhya Pradesh,Umaria,46981,13139,81,90,11.7,6.2,77.3,89.3,41.1,39,86.3,93.8,437.58,134.53,538.54,129.93,1845.79,1375.19,1901.42,1218.13,12418.44,2391.63,13034.61,2777.33,15976.89,4454.41,16993.44,4563.91,98.7,90.3,98.7,90.3,98.7,90.4,20.5,22.2,20.7,22.7,20.3,21.7,39.4,67.5,57.7,49,93.2,99.3,87.3,98.6
Madhya Pradesh,Vidisha,24232,13204,86.9,95.3,3.4,2.5,86.1,91.6,48.7,49.3,95.9,97.3,839.27,129.78,679.83,194.33,1187.19,1932.23,1261.84,2364.37,15767.16,3749.1,16894.86,4097.17,18063.6,5839.94,18981.57,6704.45,98.7,99.1,98.6,99,98.8,99.3,29.2,17.7,32.7,20,25.5,15.6,49.9,99.9,40.3,74.6,89.6,92.3,75,92.9
